name_en,short_desc,category,size
24_SM_Banker_Set_66c,beige vintage computer terminal,terminal,"0.4393,0.7952,0.2479"
24_SM_Banker_Set_66d,beige vintage electric typewriter,typewriter,"0.5872,0.9550,0.4346"
24_SM_Chair_Table_Set_66b,dark gray leather office chair,chair,"0.7828,0.8355,1.1541"
24_SM_Chairs_Bank_Waiting_01e,brown upholstered bench,bench,"3.6051,0.7764,0.9688"
24_SM_Chairs_Bank_Waiting_NN_01a,brown fabric armchair,chair,"0.8397,0.7785,0.9776"
24_SM_Display_Poster_01a,green framed billboard,billboard,"1.6000,0.1500,2.3128"
24_SM_Outdoor_Ashtray_Set_01a,speckled gray concrete ashtray,ashtray,"0.4414,0.4414,0.7552"
24_SM_Plant_Fake_NN_51a,white ribbed ceramic planter,planter,"0.3784,0.2960,0.5645"
24_SM_Safe_Vault_01e,white storage locker,locker,"1.2192,0.9427,1.8705"
24_SM_Safe_Vault_02c,white open storage unit,cabinet,"1.2072,0.6715,1.6929"
24_SM_Safe_Vault_NN_02a,gray metal security cabinet,cabinet,"1.2081,0.6838,1.6953"
24_SM_Table_Check_Bank_01b,gray modern desk,desk,"2.5000,0.8000,1.1212"
25_SM_Cords_Wires_NN_01c,beige fabric cable,cable,"0.1660,0.7772,0.0789"
25_SM_Cords_Wires_NN_01e,beige coiled cable,cable,"0.2966,0.5493,0.0843"
25_SM_Cords_Wires_NN_01f,gray twisted cable,cable,"0.2397,0.0693,0.9878"
25_SM_Cords_Wires_NN_01h,dark gray coiled cable,cable,"0.7303,0.3569,0.0478"
25_SM_Cords_Wires_NN_01i,gray plastic cable,cable,"0.4766,0.3281,0.0730"
25_SM_Cords_Wires_NN_01j,gray coiled power cable,cable,"0.8233,0.3910,0.1229"
25_SM_Cords_Wires_NN_01k,brown rubber cable,cable,"0.7401,0.3899,0.1150"
25_SM_Cords_Wires_NN_01l,gray coiled cable,cable,"1.3805,0.4129,0.0714"
25_SM_Cords_Wires_NN_01m,reddish brown cable,cable,"1.0650,0.3393,0.1095"
25_SM_Electronics_88a,vintage gray brick style phone,phone,"0.0602,0.1117,0.5191"
25_SM_Electronics_88b,white gray electronic box,box,"0.1436,0.0796,0.0275"
25_SM_Electronics_88c,gray silver crt television,television,"0.3248,0.3674,0.4220"
25_SM_Electronics_88d,gray black vintage cassette tape recorder,recorder,"0.1791,0.3248,0.0640"
25_SM_Radio_Set_17a,gray fabric vintage radio,radio,"0.4498,0.3228,0.2456"
25_SM_Radio_Set_17b,vintage brown woven radio,radio,"0.4049,0.2595,0.1909"
25_SM_Radio_Set_17c,vintage brown radio,radio,"0.4392,0.1926,0.2610"
25_SM_Radio_Set_17d,vintage wooden radio,shelf,"0.6122,0.3895,0.3293"
25_SM_Repair_Shop_Tools_NN_01a,teal gray metal soldering station,station,"0.1842,0.2729,0.1752"
25_SM_Television_Repair_NN_01a,beige retro television,tv,"0.8035,0.6032,0.5245"
25_SM_Vacuum_Cleaner_51a,gray white upright vacuum cleaner,vacuum,"0.2569,0.2710,1.3133"
25_SM_Vacuum_Cleaner_51b,coral pink upright vacuum,vacuum,"0.6690,0.6824,1.1406"
25_SM_Vacuum_Cleaner_NN_51a,gray transparent vacuum cleaner,vacuum,"0.2569,0.2723,1.3143"
25_SM_Vacuum_Cleaner_NN_51b,olive green wheeled vacuum,vacuum,"0.6899,0.6685,1.1444"
25_SM_Vacuum_Cleaners_11d,gray blue dome pool vacuum,vacuum,"1.0409,0.9294,0.6241"
25_SM_Vacuum_Cleaners_NN_11c,gray white upright vacuum,vacuum,"0.5167,0.6141,1.4867"
25_SM_Vacuums_18b,orange gray vacuum cleaner,vacuum,"0.3101,0.3215,1.1540"
26_WhiteBoard_01,gray sticky note board,board,"2.5004,0.1707,1.2923"
26_WhiteBoard_02,gray magnetic display board,board,"1.2798,0.0420,1.2810"
27_Dryer_01,white front load dryer,dryer,"0.8264,0.7364,1.0982"
28_Washer_01,beige top loading washing machine,washer,"0.8264,0.7350,1.0982"
29_Sign_1_13,green paper yard sale sign,sign,"0.4246,0.0521,0.5483"
29_Sign_1_14,white handwritten billboard,billboard,"0.5266,0.0145,0.3640"
3_Calculator,gray light gray greenish calculator,calculator,"0.1672,0.2097,0.0330"
3_Chair1,gray textured stackable chair,chair,"0.6709,0.6650,1.0500"
3_Chair2,dark fabric office chair,chair,"0.8209,0.7960,1.2334"
3_Chair3,gray highback office chair,chair,"0.8209,0.7808,1.2954"
3_CopierMFP,dark gray office printer,printer,"0.6348,1.3071,1.2871"
3_Cup1,white plastic disposable cup,cup,"0.0795,0.0795,0.1120"
3_Cup2,beige matte paper cup,cup,"0.0615,0.0615,0.0997"
3_FeltPen,gray light blue marker pen,pen,"0.0186,0.1910,0.0186"
3_Keyboard,beige vintage computer keyboard,keyboard,"0.4660,0.1509,0.0230"
3_Monitor1,dark gray circular monitor,monitor,"0.5833,0.1926,0.4836"
3_Mouse,white matte wireless mouse,mouse,"0.0529,0.1133,0.0285"
3_NegotiationTable,walnut glass conference table,table,"1.9410,5.0713,1.0253"
3_PaperBox,taupe wooden storage box,box,"0.4778,0.3345,0.2339"
3_PaperBoxCap,brown smooth cardboard box,box,"0.4913,0.3439,0.0355"
3_PC,beige desktop computer tower,tower,"0.2009,0.4220,0.4382"
3_Pencil,pink wooden pencil,pencil,"0.0118,0.2097,0.0118"
3_Phone,gray numeric office phone,phone,"0.3057,0.3326,0.0971"
3_Tablet,natural wood clipboard,clipboard,"0.2587,0.3728,0.0229"
3_WaterCooler,gray blue water dispenser,dispenser,"0.3827,0.4099,1.1061"
30_Sign_2_2,weathered red billboard,sign,"2.0324,0.3267,0.5142"
30_Sign_2_4,dark gray neon sign,sign,"0.7338,0.1057,0.4538"
31_Sign_3_1,pink yellow sale closing poster,poster,"0.4854,0.0139,0.8006"
31_Sign_3_13,pink white billboard,billboard,"1.0854,0.0149,0.5545"
31_Sign_3_2,two toned billboard sign,sign,"0.5192,0.0099,0.7904"
31_Sign_3_3,white red billboard,billboard,"1.3432,0.0064,0.3064"
31_Sign_3_4,pink yellow sale billboard,billboard,"0.5947,0.0090,0.6784"
31_Sign_3_6,pink white billboard,billboard,"1.0500,0.0140,0.3043"
34_RollingShelf_01,white metal rolling cart,cart,"1.1416,0.6416,1.7000"
34_RollingShelf_02,white plastic storage rack,rack,"1.1416,0.6416,1.7000"
35_ShippingBox_02,brown cardboard package,package,"0.2063,0.1500,0.1019"
35_ShippingBox_04,brown cardboard box,box,"0.5425,0.3122,0.2368"
35_ShippingBox_05,brown cardboard box,box,"0.5620,0.5149,0.4023"
36_ToolSet_01,gray translucent claw hammer,hammer,"0.2856,0.1145,0.0254"
36_ToolSet_02,worn gray screwdriver,tool,"0.0257,0.1232,0.0263"
36_ToolSet_03,gray metallic drill bit,drill,"0.0237,0.1250,0.0237"
36_ToolSet_05,gray rubber screwdriver,tool,"0.1936,0.0254,0.0249"
36_ToolSet_09,yellow rubber pliers,pliers,"0.1914,0.0600,0.0161"
36_ToolSet_11,gray metal multi tool,tool,"0.0622,0.0580,0.0075"
37_File_Cabinent_01,gray metal filing cabinet,cabinet,"0.4000,0.5418,1.5821"
37_File_Cabinent_02,gray metal filing cabinet,cabinet,"0.4000,0.5418,1.0371"
37_File_Cabinent_03,gray metal filing cabinet,cabinet,"0.4000,0.5418,0.6741"
37_File_Cabinent_04,gray open front file cabinet,cabinet,"0.4000,0.5098,1.5821"
39_MotelBed_01,light gray wooden bed,bed,"2.2009,2.2747,1.0678"
39_MotelBed_Pillow_03,gray textured cushion,cushion,"0.7394,0.4563,0.1588"
4_SM_Chair01,dark green padded folding chair,chair,"0.4741,0.5478,1.0366"
4_SM_Door2_1,sage green wooden door,door,"1.1002,0.2871,2.1086"
4_SM_Dryer01_3,gray white dryer,dryer,"0.7363,0.6898,1.0512"
4_SM_FireAlarm01,red white fire alarm button,button,"0.1568,0.1073,0.1568"
4_SM_LaundryBasket1_01,dark plastic basket,basket,"0.8195,0.5188,0.4012"
4_SM_LaundryBasket1_02,gray woven plastic basket,basket,"0.8530,0.5188,0.4605"
4_SM_LinenTrolley01,gray metal wire basket,basket,"0.5791,1.0730,0.8463"
4_SM_Trash1_1,light blue crumpled cloth,cloth,"0.2473,0.1298,0.0190"
4_SM_Trash1_2,clear plastic pouch,pouch,"0.1057,0.1239,0.0224"
4_SM_Trash1_3,crushed soda can,trash,"0.1973,0.1146,0.0310"
4_SM_Trash1_4,green white paper scraps,trash,"0.2051,0.2018,0.0205"
4_SM_Ventilation1_25,gray plastic elbow pipe,pipe,"1.2303,1.2303,0.4612"
4_SM_Ventilation1_28,metallic gray hexagonal pipe,pipe,"0.4127,0.4611,0.4611"
4_SM_Ventilation1_7,gray perforated silencer,silencer,"0.9223,1.9995,0.9223"
4_SM_Ventilation1_9,gray perforated pipe elbow,elbow,"1.4609,1.4609,0.9224"
4_SM_Washer1_03,gray white washing machine,washer,"0.7363,0.6898,1.0512"
4_SM_WashingPowder1_05,blue red gradient detergent bottle,bottle,"0.2531,0.1704,0.4400"
4_SM_WashingPowder1_06,blue gradient detergent bag,bag,"0.2531,0.1704,0.4400"
4_SM_WashingPowder1_07,green plastic detergent jug,jug,"0.2717,0.1734,0.4130"
4_SM_WashingPowder1_08,blue plastic l gel bottle,bottle,"0.2717,0.1734,0.4130"
4_SM_Windows04_1,dark gray glass window,window,"1.0608,0.0672,1.5503"
40_CoffeeMaker,white glass coffee maker,coffee,"0.2171,0.2338,0.3117"
41_ComputerSet_03,dark gray flat screen monitor,monitor,"0.4798,0.1976,0.4446"
41_ComputerSet_04,gray qwerty keyboard,keyboard,"0.5067,0.1681,0.0343"
41_ComputerSet_06,gray pink wireless mouse,mouse,"0.0687,0.1297,0.0327"
42_ShopShelving_06_2,weathered gray metal locker,locker,"0.5000,0.5325,0.8000"
42_ShopShelving_18_2,gray metal workbench,workbench,"2.0000,0.7044,1.1145"
43_bathset01,gray square shower system,shower,"0.3739,0.5971,1.2380"
43_dentalchair01,beige padded stool,stool,"0.4639,0.4102,0.5040"
43_dentistchair01,gray fabric office chair,chair,"0.6914,0.7184,1.2063"
43_electricguitar01,coral pink electric guitar,guitar,"0.3513,0.1563,1.0798"
43_electricguitar02,dark gray tripod guitar stand,stand,"0.5780,0.4192,0.8441"
43_emptybox01,rustic wooden crate,crate,"0.2404,0.1536,0.0640"
43_filebox01,brown cardboard storage box,box,"0.2995,0.4586,0.2461"
43_filebox03,gray cardboard storage box,box,"0.3626,0.5335,0.2543"
43_filebox04,sage green cardboard magazine holder,holder,"0.3203,0.1185,0.4016"
43_foodset01,white salt box,box,"0.0334,0.0267,0.0849"
43_FruitBasket,white ceramic fruit bowl,bowl,"0.2406,0.2285,0.1299"
43_kitchenset01,gray wooden kitchen unit,cabinet,"2.2000,0.6040,2.3000"
43_microwave01,white textured microwave,microwave,"0.4150,0.3012,0.2468"
43_outsidechair01,gray metal folding chair,chair,"0.4227,0.5638,0.8586"
43_penbox01,gray textured pen holder,holder,"0.1036,0.1068,0.1524"
43_plate01,light gray flat plate,plate,"0.1595,0.1595,0.0199"
43_potlid01,beige stone pot lid,pot,"0.2949,0.2949,0.0888"
43_spoon01,silver gray metallic spoon,spoon,"0.0334,0.1503,0.0086"
43_suitcase01,olive green vintage suitcase,suitcase,"0.6938,0.2392,0.5679"
43_teacupset01,white porcelain teacup,cup,"0.1490,0.1554,0.0704"
43_teacupset02,white porcelain tea set,set,"0.4676,0.2718,0.1790"
43_TrashCan01,weathered galvanized trash can,can,"0.6511,0.5524,0.9062"
43_TrashCanLid01,gray metal trash can,can,"0.5553,0.5553,0.1149"
44_sk1_BunkBed01,pink white bunk bed,bed,"2.1415,1.5285,2.0929"
44_sk10_Ladder01,silver aluminum step ladder,ladder,"1.1065,0.3772,2.0316"
44_sk100_Trumpet01,polished brass trumpet,vase,"0.4656,1.3458,0.3201"
44_sk101_Trumpet02,beige brass trumpet,vase,"0.4378,1.3488,0.3509"
44_sk102_WoodStack01,natural wood cylindrical dowels,dowel,"3.4317,0.9949,0.5861"
44_sk103_Mouse01,sleek gray wireless mouse,mouse,"0.0625,0.1113,0.0359"
44_sk104_Mouse02,gray textured gaming mouse,mouse,"0.0617,0.1160,0.0348"
44_sk11_VendingMachine03,gray vertical vending machine,machine,"1.1938,0.9316,1.9800"
44_sk111_Mixer01,red stainless steel stand mixer,mixer,"0.1855,0.3200,0.3185"
44_sk112_ToiletPaper01,white embossed toilet paper roll,roll,"0.1086,0.1103,0.0980"
44_sk113_WoodSpoon01,natural wooden soup spoon,spoon,"0.0396,0.2002,0.0127"
44_sk114_VendingMachine05,beige weathered vending machine,machine,"0.9518,0.7247,1.7794"
44_sk115_CerealBox01,brown cream cereal box,box,"0.1380,0.0357,0.1970"
44_sk116_CerealBox02,light blue cereal box,box,"0.1371,0.0391,0.2094"
44_sk117_JuiceBox01,tropical fruit juice carton,carton,"0.0293,0.0254,0.0853"
44_sk118_WineGlass01,clear glass wine glass,glass,"0.0449,0.0449,0.1151"
44_sk12_Radio02,dark gray portable radio,radio,"0.2551,0.0758,0.2277"
44_sk13_WashBasinStand01,white wood vanity,vanity,"0.6506,0.5817,0.8524"
44_sk14_CasinoTable01,black framed craps table,table,"2.9220,1.6339,0.9871"
44_sk15_KidEasel01,wooden dual paper children s easel,easel,"0.6070,0.7581,1.2807"
44_sk16_RockingHorse01,white natural wood rocking horse,horse,"0.8175,0.3728,0.6026"
44_sk17_UnitBlocks01,natural wooden building blocks,block,"0.2428,0.2125,0.1742"
44_sk18_UnitBlocks02,natural wood building blocks,block,"0.2245,0.2174,0.2421"
44_sk19_Xylophone01,rainbow wooden xylophone,xylophone,"0.2881,0.0783,0.0132"
44_sk2_PCCase01,dark gray metal tower case,cabinet,"0.2184,0.4955,0.5487"
44_sk20_MR01,gray neon monitor,monitor,"0.8631,0.3260,0.6016"
44_sk22_KeyBoard01,rgb gradient gaming keyboard,keyboard,"0.3744,0.1098,0.0311"
44_sk23_GamingChair01,black red gaming chair,chair,"0.7923,0.7102,1.2735"
44_sk24_PCCase02,gray mesh pc tower,tower,"0.2484,0.5210,0.5904"
44_sk25_PCCase03,dark gray mesh pc tower,tower,"0.2843,0.5311,0.6025"
44_sk26_PCCase04,black purple lit tower case,case,"0.2746,0.6308,0.5878"
44_sk27_KitchenTool01,brown wooden utensil rack,rack,"0.4644,0.0633,0.3514"
44_sk28_WashingMachine01,greyish white glass washing machine,machine,"0.7478,1.0933,0.9964"
44_sk29_Violin01,reddish brown wooden violin,violin,"0.4065,0.1937,1.1537"
44_sk3_PCSpeaker01,black led tower speaker,speaker,"0.1308,0.1286,0.3190"
44_sk30_SmokingPipe01,dark brown wooden pipe,pipe,"0.0427,0.1358,0.0773"
44_sk31_LeatherBag01,weathered brown leather bag,bag,"0.7539,0.3045,0.3551"
44_sk32_VendingMachine04,burgundy white vending machine,machine,"0.9518,0.7247,1.7794"
44_sk33_PowerStrip01,white power strip,strip,"0.4810,0.1675,0.0384"
44_sk34_BarChair01,dark gray upholstered bar stool,stool,"0.4786,0.4722,1.0961"
44_sk35_Tomato01,ripe red tomato,fruit,"0.0845,0.0820,0.0748"
44_sk36_Oven01,black marble gas range,range,"0.4724,0.3708,0.5039"
44_sk37_Stapler01,black metal stapler,stapler,"0.1776,0.0519,0.0565"
44_sk38_FileRack01,tall wooden file rack,rack,"0.4705,0.3655,1.4483"
44_sk39_Bike01,vintage burgundy bicycle,bike,"0.5404,1.6908,0.9556"
44_sk4_DrawBrush01,white bristled paintbrush,brush,"0.0651,0.2059,0.0275"
44_sk40_Soap01,white wooden dish,dish,"0.1529,0.1051,0.0299"
44_sk41_Sofa01,gray velvet armchair,chair,"0.8276,0.8656,0.5757"
44_sk42_WineCabinet01,dark wood storage cabinet,cabinet,"2.1211,0.7338,1.9457"
44_sk43_WineCabinet02,dark frosted storage cabinet,cabinet,"1.4167,0.7327,2.1164"
44_sk44_BunkBed02,light wood bunk bed,bed,"2.1187,1.7607,2.1112"
44_sk45_WineCabinet03,dark wood wine cabinet,cabinet,"1.0487,0.7719,2.0019"
44_sk46_BunkBed03,light wood bunk bed,bed,"2.1037,2.0169,1.6172"
44_sk47_BunkBed04,light wood bunk bed,bed,"2.3782,1.0116,1.6304"
44_sk48_Bread01,golden brown braided loaf,basket,"0.3334,0.1924,0.0614"
44_sk49_CoffeeMaker01,gray octagonal moka pot,pot,"0.2571,0.4428,0.5470"
44_sk5_Phone01,burgundy wood telephone,desk,"0.4305,0.2501,0.2999"
44_sk50_CatScratchingPost01,gray wooden cat tree,shelf,"0.7993,0.5336,0.9796"
44_sk51_TissueBox01,wooden carved tissue box,box,"0.1235,0.1069,0.1246"
44_sk52_ShoeRack01,natural wood shoe rack,rack,"0.8720,0.3161,0.6540"
44_sk53_Toaster01,white tefal toaster,toaster,"0.3564,0.1854,0.2326"
44_sk54_ToyCar01,natural wooden toy car,toy,"1.7104,0.6592,0.8485"
44_sk55_Bike02,dark gray balance bike,bike,"1.1497,0.4894,0.6796"
44_sk56_FoldedTowel01,blue white striped towel,towel,"0.3400,0.2763,0.0340"
44_sk57_Guitar01,natural wood acoustic guitar,guitar,"0.3331,0.9618,0.1081"
44_sk58_Wardrobe01,light gray sliding wardrobe,wardrobe,"3.4740,0.5177,2.1851"
44_sk59_AirPurifier01,white portable air conditioner,air,"0.4424,0.3940,0.7871"
44_sk6_VendingMachine01,weathered orange vending machine,machine,"1.0846,0.7997,2.0607"
44_sk60_WaterMelon01,green striped watermelon,watermelon,"0.3391,0.2457,0.2456"
44_sk61_WineRack01,gray metal wine rack,rack,"0.3625,0.3818,0.4770"
44_sk62_PrinterMachine01,light gray all in one printer,printer,"0.3760,0.4152,0.2397"
44_sk63_BarCart01,walnut wood cart,cart,"0.9717,0.6079,1.0607"
44_sk64_HairDryer01,black pink hair dryer,hairdryer,"0.3392,0.1472,0.0660"
44_sk65_PlateSandwitches01,blue white plate,plate,"0.3014,0.3014,0.0410"
44_sk66_Breakfast01,white bread round wooden board,board,"0.3034,0.3034,0.0644"
44_sk68_Faucet01,sleek silver bathroom faucet,faucet,"0.0163,0.0559,0.0909"
44_sk69_TowelRack01,black metal towel rack,rack,"0.4022,0.0419,0.1560"
44_sk7_VendingMachine02,weathered gray vending machine,machine,"1.3555,0.9693,2.4090"
44_sk70_SlotMachine01,colorful fruit slot machine,machine,"0.8216,0.7796,2.0003"
44_sk71_SlotMachine02,gray blue slot machine,slot,"0.8766,1.1252,1.9872"
44_sk72_SlotMachine03,gray blue slot machine,slot,"0.7906,0.7842,1.9080"
44_sk73_Poker01,red back playing card,card,"0.1899,0.2386,0.0054"
44_sk74_CasinoChips01,colorful casino poker chips,chip,"0.1684,0.1201,0.0713"
44_sk75_CasinoTable02,salmon felt gaming table,table,"2.9220,1.6339,1.2344"
44_sk75_CasinoTable03,blue printed oval table,table,"2.9220,1.6339,0.9871"
44_sk75_CasinoTable04,blue patterned gaming table,table,"2.9220,1.6339,1.2344"
44_sk78_RaceTrack01,black red white slot car track,track,"1.1939,1.0864,0.0401"
44_sk79_RaceTrack02,dark brown wooden ampersand,lamp,"0.6017,0.5463,0.1523"
44_sk8_Projector01,light gray desktop projector,desk,"0.2903,0.2274,0.1038"
44_sk80_UnitBlock03,natural wooden block tower,tower,"0.2108,0.1158,0.1128"
44_sk81_UnitBlock04,natural wood building blocks,block,"0.2444,0.0350,0.1601"
44_sk82_KidCycle01,cream coral pink tricycle,tricycle,"0.6723,0.4103,0.4271"
44_sk83_ToyCar02,wooden toy car,toy,"0.2187,0.0757,0.0873"
44_sk84_ToyCar03,natural wood toy car,toy,"0.2307,0.1001,0.0964"
44_sk85_ToyCar04,vintage wooden car toy,toy,"0.2187,0.0951,0.1452"
44_sk86_ToyCar05,wooden toy race car,toy,"0.2065,0.0863,0.0653"
44_sk87_Projector02,dark gray compact projector,projector,"0.3524,0.2836,0.1131"
44_sk88_DentalChair01,gray modern dental chair,chair,"1.7778,2.1453,1.8553"
44_sk89_DentalChair02,teal upholstered dental chair,chair,"2.3212,1.0182,1.8557"
44_sk9_Radio01,dark gray vintage boombox,boombox,"0.5662,0.2180,0.3180"
44_sk90_MiniFridge01,walnut wood grain cooler,cooler,"0.4884,0.4676,0.7190"
44_sk91_HeadPhone01,light gray over ear headset,headset,"0.2018,0.1942,0.0800"
44_sk92_PCSpeaker02,dark gray speaker,speaker,"0.1397,0.1779,0.2396"
44_sk93_MusicSpeker01,dark gray angular speaker,speaker,"0.8453,0.6448,0.7329"
44_sk94_Bass01,dark grey electric guitar,guitar,"0.3773,0.1197,1.1966"
44_sk95_Guitar02,natural wooden guitar,guitar,"0.4653,0.1867,1.1980"
44_sk96_Bass02,brown sunburst electric guitar,guitar,"0.4145,0.0807,1.2008"
44_sk97_Bass03,natural wood bass guitar,guitar,"0.3244,0.0612,1.2000"
44_sk98_Piano01,matte black grand piano,piano,"1.6960,1.8124,1.1458"
44_sk99_ViolinBow01,dark brown wooden bow,bow,"0.0277,0.6646,0.0099"
44_uf105_Snack01,peach white label band,label,"0.1291,0.1909,0.0573"
44_uf106_Snack02,beige snack package,package,"0.1334,0.1988,0.0541"
44_uf107_Snack03,coral pink snack bag,bag,"0.1293,0.1738,0.0623"
44_uf108_Snack04,olive green pecan snack package,package,"0.1423,0.1609,0.0655"
44_uf109_Snack05,brown paper snack bag,bag,"0.0572,0.1754,0.0398"
44_uf110_Snack06,green oval snack pouch,pouch,"0.1407,0.1757,0.0678"
44_uf21_HospitalTable01,light wood file cabinet,cabinet,"0.5000,0.5295,0.9000"
45_Capet01,beige brown geometric carpet,rug,"2.4347,1.6074,0.0065"
45_Capet02,cream blue medallion carpet,rug,"2.0848,1.5490,0.0123"
45_Capet03,traditional beige medallion carpet,rug,"2.5515,1.8414,0.0034"
45_Capet04,black beige geometric carpet,rug,"2.8260,1.6160,0.0001"
45_Capet05,muted geometric patchwork carpet,rug,"2.4000,1.7000,0.0100"
45_SM_Rug_04a,muted brown braid rug,rug,"2.8792,1.6539,0.0187"
45_SM_Rug_05a,terracotta gray carpet,rug,"2.4192,1.6505,0.0316"
45_SM_Rug_06a,olive green carpet,rug,"1.8262,1.3872,0.0324"
45_SM_Rug_07a,blue round carpet,rug,"1.7968,1.8017,0.0430"
45_SM_Rug_Set_12a,green fringed carpet,rug,"2.2634,1.6536,0.0247"
45_SM_Rug_Set_13b,gray floral oval carpet,rug,"1.8579,1.2016,0.0099"
45_SM_Rug_Set_19a,brown floral carpet,rug,"2.8573,2.0028,0.0460"
45_SM_Rugs_03a,natural woven carpet,rug,"2.4917,1.6702,0.0564"
45_SM_Rugs_03b,beige floral carpet,rug,"2.3881,1.5953,0.0453"
45_SM_Rugs_03c,dark brown geometric carpet,rug,"2.5375,1.6981,0.0591"
46_Aircon01,weathered gray metal air conditioner,air,"2.1304,1.1454,0.9982"
46_MenuBoard01,chalkboard wooden menu,board,"1.2619,0.0319,0.8033"
46_PaintBottle01,blue spray paint can,can,"0.0609,0.0609,0.2120"
46_Suitcase01,brown leather suitcase,suitcase,"0.6617,0.5483,0.2444"
46_Table01,gray wood grain table,table,"1.5812,0.8110,0.5997"
46_TeaCupSet01,white porcelain tea set,set,"0.2093,0.2146,0.1014"
46_WelcomeSign01,dark wooden chalkboard,board,"0.5200,0.6585,1.0503"
46_WomanStatue01,bronze classical female figure,statue,"0.1569,0.1569,0.3583"
47_Bathtub01,white brass clawfoot tub,tub,"1.7480,0.7765,0.7788"
47_Book01,burgundy gold hardcover book,book,"0.2114,0.2782,0.0344"
47_Book02,dark green leather book,book,"0.2415,0.0540,0.3617"
47_Book03,dark brown leather book,book,"0.1897,0.2555,0.0372"
47_Shoe01,dark brown leather shoe,shoe,"0.1145,0.3065,0.1074"
47_wardrobe1,dark brown wooden wardrobe,wardrobe,"1.4666,0.6533,2.0750"
47_wardrobe2,perforated metal wardrobe,wardrobe,"1.2200,0.6233,2.0100"
47_wardrobe3,white glass wardrobe,wardrobe,"1.8269,0.6360,2.1904"
49_ChineseChess01,carved wooden chess set,set,"0.4400,0.4400,0.0534"
49_FoosballTable01,dark gray foosball table,table,"1.2460,1.4040,0.7740"
49_GameMachine01,black pink white arcade console,console,"0.7848,1.0585,1.6888"
49_LudoGame01,colorful quadrants ludo board,board,"0.8007,0.8007,0.0623"
49_MedicalCart,teal metal utility cart,cart,"1.0610,0.5330,1.0190"
49_SM_Babybed_01c,teal plastic bassinet,bassinet,"0.8833,0.5980,0.9427"
49_SM_CoffeeHeater_01a,gray industrial coffee machine,machine,"0.6090,0.5218,0.4971"
49_SM_CoffeeMachine_04a,gray commercial coffee machine,machine,"0.8646,0.6225,0.6524"
49_SM_CoffeMachine_01a,dark gray coffee machine,machine,"0.7095,0.4399,0.9702"
49_SM_ExamTable_01f,teal padded examination table,table,"1.5694,0.7053,1.1794"
49_SM_Fryer_02b,gray commercial deep fryer,fryer,"0.3491,0.4166,0.3027"
49_SM_Fryer_02c,gray commercial deep fryer,fryer,"0.6784,0.4166,0.3027"
49_SM_Fryer_02f,gray metal mesh frying basket,basket,"0.4894,0.2044,0.2367"
49_SM_Fryer_05d,gray black slow cooker,slow,"0.4931,0.4742,0.4291"
49_SM_Gurney_01a,silver gray metal gurney,gurney,"2.1794,0.7720,1.0217"
49_SM_Gurney_01b,burgundy padded stretcher,stretcher,"2.1794,0.7720,1.0411"
49_SM_HospitalBed_01a,blue beige hospital bed,bed,"2.5536,1.1066,1.2830"
49_SM_HospitalBed_02a,gray metal hospital bed,bed,"2.2139,1.0921,0.8909"
49_SM_IceCreamMachine_01a,white commercial ice cream machine,machine,"0.5787,0.6838,0.9119"
49_SM_InductionWok_01a,dark cast iron wok,wok,"0.5667,0.5723,0.3716"
49_SM_Juicer_01a,maroon transparent triple tank,tank,"0.7760,0.5527,0.7911"
49_SM_Juicer_02a,black fruit dispenser,dispenser,"0.3130,0.5628,0.9163"
49_SM_KitchenLight_01a,gray dome pendant chandelier,chandelier,"1.2252,0.3108,1.3298"
49_SM_MeatSlicer_01a,gray commercial meat slicer,slicer,"0.7673,0.5130,0.5686"
49_SM_MeatSpinner_01a,gray pink commercial meat spinner,spinner,"0.6368,0.6011,1.0103"
49_SM_Microwave_01a,white glass microwave,microwave,"0.7116,0.5124,0.4031"
49_SM_PastaMaker_01a,gray plastic pasta maker,maker,"0.4794,0.2627,0.2642"
49_SM_Register_01a,black touchscreen pos terminal,terminal,"0.6053,0.5556,0.7197"
49_SM_RiceCooker_01a,red electric rice cooker,cooker,"0.3529,0.2873,0.2814"
49_SM_SandwichPress_01a,industrial stainless steel press,press,"0.5800,0.5246,0.4429"
49_SM_SandwichPress_01b,stainless steel sandwich press,press,"0.5800,0.5300,0.2127"
49_SnookerTable01,dark wood pool table,table,"2.5279,1.4275,0.8307"
49_WoodenChessSet01,gray black chessboard,board,"0.4617,0.4617,0.1461"
5_Laptop_A_Close,silver gray laptop computer,computer,"0.3739,0.2463,0.0332"
5_Laptop_A_Open,silver gray laptop,laptop,"0.3739,0.3548,0.2325"
5_SM_Ashtray_A,white ceramic ashtray,ashtray,"0.1025,0.1019,0.0277"
5_SM_Calculator_A,dark gray calculator,calculator,"0.1000,0.1538,0.0249"
5_SM_Chair_A,gray tufted office chair,chair,"0.7884,0.7830,1.1997"
5_SM_Chair_B,gray fabric office chair,chair,"0.6377,0.6142,0.9707"
5_SM_Cigarette_A_Box_B,red white cigarette pack,pack,"0.0455,0.0169,0.0826"
5_SM_Cigarette_A_Stick_A,white filtered cigarette,cigarette,"0.0051,0.0692,0.0050"
5_SM_Cigarette_A_Stick_B,tan filter white paper cigarette,cigarette,"0.0050,0.0490,0.0050"
5_SM_DeskLamp_B,gray adjustable desk lamp,lamp,"0.1414,0.2689,0.5124"
